Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,178.830002,180.000000,177.220001,178.050003,173.964478,2509300
2017-01-04,178.029999,178.899994,177.610001,178.320007,174.228271,1542000
2017-01-05,178.259995,179.139999,176.889999,177.710007,173.632263,1447800
2017-01-06,177.289993,178.600006,175.800003,178.229996,174.140320,1625000
2017-01-09,178.369995,178.380005,177.199997,177.270004,173.202347,1617800
2017-01-10,177.360001,177.490005,176.309998,176.580002,172.528198,2030100
2017-01-11,176.630005,178.449997,176.389999,177.889999,173.808136,1579600
2017-01-12,176.970001,177.699997,175.750000,177.440002,173.368454,1321800
2017-01-13,177.580002,177.910004,176.830002,177.389999,173.319595,1265500
2017-01-17,177.000000,177.679993,176.250000,177.259995,173.192581,1553300
2017-01-18,177.899994,179.440002,177.380005,178.490005,174.394379,1804600
2017-01-19,179.250000,179.800003,177.759995,178.679993,174.579987,1464400
2017-01-20,179.199997,179.460007,177.830002,178.490005,174.394379,1761900
2017-01-23,177.910004,178.990005,177.130005,178.509995,174.413895,1986800
2017-01-24,177.500000,177.759995,174.419998,175.970001,171.932190,3473200
2017-01-25,177.089996,178.630005,176.570007,176.729996,172.674744,3462600
2017-01-26,176.309998,177.229996,176.039993,176.820007,172.762680,2235900
2017-01-27,177.479996,177.979996,176.830002,177.479996,173.407532,1623700
2017-01-30,177.250000,177.729996,174.869995,175.419998,171.394806,1823100
2017-01-31,174.740005,175.460007,173.809998,174.820007,170.808578,1845500
2017-02-01,175.169998,175.800003,174.300003,175.169998,171.150543,2272900
2017-02-02,174.130005,174.779999,173.550003,174.179993,170.183258,3106800
2017-02-03,174.020004,175.300003,173.850006,175.039993,171.023514,2820500
2017-02-06,174.119995,176.199997,173.899994,175.100006,171.082138,1622800
2017-02-07,176.080002,176.399994,175.149994,175.759995,171.727005,1247400
2017-02-08,175.619995,177.600006,175.490005,177.070007,173.006958,2145700
2017-02-09,176.869995,178.550003,176.869995,178.179993,174.091461,2009700
2017-02-10,178.300003,179.580002,178.190002,179.000000,174.892670,1392400
2017-02-13,179.860001,181.380005,179.259995,181.020004,176.866318,1929800
2017-02-14,180.860001,182.000000,180.649994,181.600006,177.432983,2035900
2017-02-15,180.300003,181.830002,180.149994,181.699997,178.686844,1762900
2017-02-16,181.750000,183.460007,181.619995,183.410004,180.368500,2164000
2017-02-17,183.429993,183.600006,182.529999,182.949997,179.916122,1961500
2017-02-21,182.789993,183.619995,182.039993,183.369995,180.329163,1736300
2017-02-22,183.399994,186.119995,183.080002,186.039993,182.954880,2850900
2017-02-23,185.910004,187.460007,185.710007,187.190002,184.085815,2401600
2017-02-24,186.820007,188.410004,186.300003,187.410004,184.302170,2126300
2017-02-27,187.500000,187.550003,186.380005,186.910004,183.810455,1393800
2017-02-28,186.729996,187.500000,186.309998,186.350006,183.259750,1932100
2017-03-01,188.080002,190.539993,188.009995,189.860001,186.711533,2226200
2017-03-02,189.460007,190.100006,189.029999,189.889999,186.741043,1764000
2017-03-03,189.889999,190.240005,188.539993,189.309998,186.170654,1627400
2017-03-06,188.929993,189.240005,188.270004,188.899994,185.767456,1668700
2017-03-07,188.289993,189.259995,188.250000,189.089996,185.954300,1662300
2017-03-08,189.720001,190.210007,188.970001,189.509995,186.367355,1563700
2017-03-09,189.250000,190.389999,189.169998,189.899994,186.750870,1556700
2017-03-10,190.639999,191.240005,190.029999,191.210007,188.039154,2515000
2017-03-13,191.770004,191.960007,190.460007,191.520004,188.344025,1972700
2017-03-14,190.929993,191.440002,189.110001,190.330002,187.173752,1893600
2017-03-15,190.179993,191.860001,189.720001,191.199997,188.029312,2047000
2017-03-16,191.059998,191.639999,189.639999,190.309998,187.154083,1937100
2017-03-17,190.820007,192.360001,190.350006,192.360001,189.170090,4228100
2017-03-20,192.520004,193.500000,192.279999,193.009995,189.809311,2085600
2017-03-21,193.490005,193.490005,191.509995,192.130005,188.943909,1895100
2017-03-22,192.300003,192.880005,190.460007,192.220001,189.032410,1627300
2017-03-23,192.119995,192.970001,191.229996,192.139999,188.953735,1482000
2017-03-24,192.119995,192.619995,190.899994,191.509995,188.334167,1435400
2017-03-27,190.699997,191.000000,189.160004,190.429993,187.272079,1984600
2017-03-28,189.940002,191.490005,189.600006,190.990005,187.822800,2330200
2017-03-29,190.589996,191.279999,190.259995,190.679993,187.517929,1692200
2017-03-30,190.740005,191.490005,190.100006,191.279999,188.107986,1835400
2017-03-31,191.300003,192.399994,190.990005,191.330002,188.157166,1730000
2017-04-03,191.869995,192.169998,189.949997,190.720001,187.557281,1546700
2017-04-04,190.570007,190.979996,189.779999,190.190002,187.036072,1349900
2017-04-05,190.699997,192.419998,190.039993,190.240005,187.085251,1448700
2017-04-06,190.410004,191.020004,189.500000,189.889999,186.741043,1627400
2017-04-07,190.029999,190.559998,189.520004,189.990005,186.839401,1025200
2017-04-10,190.160004,190.520004,189.309998,189.710007,186.564041,1682700
2017-04-11,189.130005,190.089996,188.990005,190.070007,186.918076,1459600
2017-04-12,190.309998,190.490005,189.399994,189.699997,186.554199,1416100
2017-04-13,189.250000,189.860001,188.619995,188.649994,185.521591,1274400
2017-04-17,189.309998,190.360001,189.289993,190.360001,187.203247,1543600
2017-04-18,189.759995,190.839996,189.509995,190.220001,187.065567,1176900
2017-04-19,190.800003,191.130005,189.520004,189.830002,186.682037,1340400
2017-04-20,190.020004,192.110001,189.899994,191.160004,187.989990,1748200
2017-04-21,191.149994,191.619995,190.589996,191.500000,188.324341,2584200
2017-04-24,193.000000,194.449997,192.929993,194.229996,191.009064,2709600
2017-04-25,193.990005,195.610001,192.360001,195.130005,191.894150,4182200
