Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,156.300003,157.139999,155.210007,156.970001,152.712234,3426100
2017-01-04,157.809998,159.229996,157.809998,158.619995,154.317474,3189800
2017-01-05,158.410004,159.699997,157.399994,158.710007,154.405045,2796000
2017-01-06,158.979996,159.660004,157.889999,159.100006,154.784485,2426000
2017-01-09,159.000000,159.240005,158.169998,158.320007,154.025635,2819400
2017-01-10,158.960007,159.940002,158.570007,159.070007,154.755280,2988300
2017-01-11,159.539993,159.699997,158.279999,159.399994,155.076309,2416500
2017-01-12,159.149994,159.160004,156.669998,158.289993,153.996414,3020500
2017-01-13,158.740005,159.580002,158.339996,158.830002,154.521790,2435400
2017-01-17,158.199997,159.039993,157.229996,157.669998,153.393234,2756000
2017-01-18,157.550003,159.050003,156.750000,158.320007,154.025635,2087000
2017-01-19,158.869995,159.869995,157.910004,159.000000,154.687180,3144000
2017-01-20,159.809998,160.300003,158.229996,159.529999,155.202789,3384500
2017-01-23,158.940002,159.500000,157.289993,157.839996,153.558624,3931200
2017-01-24,158.580002,160.929993,157.839996,160.550003,156.195129,3927500
2017-01-25,163.589996,168.649994,163.240005,167.360001,162.820404,7480000
2017-01-26,167.250000,170.000000,167.250000,169.119995,164.532654,5436800
2017-01-27,169.210007,169.800003,167.009995,167.699997,163.151184,4883200
2017-01-30,165.919998,165.990005,163.820007,165.570007,161.078979,5456300
2017-01-31,164.960007,165.100006,163.220001,163.419998,158.987274,5350700
2017-02-01,164.250000,165.809998,163.119995,163.970001,159.522354,3138000
2017-02-02,163.220001,163.970001,160.820007,162.259995,157.858734,3791700
2017-02-03,162.990005,163.559998,162.309998,162.399994,157.994934,2981700
2017-02-06,162.419998,164.080002,162.380005,163.979996,159.532089,3110500
2017-02-07,165.000000,167.419998,164.869995,166.500000,161.983734,4243200
2017-02-08,165.000000,165.240005,163.690002,163.809998,160.737549,3041600
2017-02-09,164.669998,165.089996,164.059998,164.279999,161.198746,3451100
2017-02-10,165.250000,166.449997,164.470001,166.229996,163.112167,2689700
2017-02-13,166.449997,169.070007,166.350006,168.029999,164.878403,3765000
2017-02-14,167.699997,168.800003,167.220001,168.500000,165.339600,2579300
2017-02-15,168.419998,169.949997,168.350006,169.300003,166.124573,4033200
2017-02-16,169.740005,170.809998,168.750000,170.809998,167.606262,3070100
2017-02-17,170.410004,173.250000,170.399994,172.710007,169.470642,4982900
2017-02-21,173.919998,176.169998,173.679993,175.559998,172.267166,4231700
2017-02-22,174.979996,175.750000,174.009995,175.360001,172.070908,2832100
2017-02-23,175.970001,177.000000,175.699997,176.860001,173.542786,3502600
2017-02-24,176.750000,178.800003,176.100006,177.440002,174.111908,4197200
2017-02-27,178.000000,179.880005,177.550003,179.429993,176.064575,2892600
2017-02-28,180.339996,181.929993,179.669998,180.229996,176.849564,4785100
2017-03-01,181.850006,184.800003,181.820007,183.910004,180.460556,5461800
2017-03-02,184.000000,185.710007,182.970001,182.990005,179.557816,4909000
2017-03-03,182.990005,183.580002,181.449997,182.179993,178.763000,3917500
2017-03-06,181.399994,182.300003,180.429993,180.929993,177.536438,4244000
2017-03-07,180.639999,182.839996,180.619995,182.020004,178.606003,2452000
2017-03-08,182.399994,182.690002,181.490005,181.740005,178.331268,2321700
2017-03-09,181.429993,182.589996,179.580002,180.570007,177.183197,3100500
2017-03-10,181.899994,181.970001,177.919998,178.699997,175.348267,4595600
2017-03-13,177.160004,179.190002,177.070007,179.050003,175.691711,3499000
2017-03-14,178.539993,179.690002,177.710007,178.729996,175.377701,2346700
2017-03-15,179.000000,179.240005,177.970001,178.710007,175.358093,3569000
2017-03-16,179.820007,180.000000,177.639999,178.190002,174.847839,3100700
2017-03-17,178.309998,180.380005,178.169998,180.100006,176.722031,5037400
2017-03-20,180.100006,180.149994,179.139999,179.389999,176.025330,2062200
2017-03-21,179.990005,180.250000,175.500000,175.960007,172.659668,3239600
2017-03-22,175.960007,177.100006,175.500000,176.979996,173.660538,2505700
2017-03-23,177.339996,177.850006,176.589996,177.259995,173.935287,2006400
2017-03-24,176.850006,177.529999,174.770004,175.820007,172.522293,2386800
2017-03-27,174.369995,176.440002,173.750000,176.100006,172.797058,2750700
2017-03-28,176.289993,177.679993,175.000000,177.360001,174.033401,2412600
2017-03-29,177.399994,177.990005,176.970001,177.630005,174.298355,1640600
2017-03-30,177.250000,178.490005,177.220001,177.979996,174.641785,1737200
2017-03-31,178.020004,178.179993,176.809998,176.860001,173.542786,2032700
2017-04-03,177.080002,177.729996,175.500000,176.649994,173.336716,2934800
2017-04-04,176.880005,178.789993,176.759995,178.699997,175.348267,2326500
2017-04-05,179.000000,180.179993,176.889999,177.080002,173.758667,2567200
2017-04-06,177.559998,178.220001,177.119995,177.369995,174.043213,2343600
2017-04-07,178.389999,179.089996,177.259995,178.850006,175.495483,2806900
2017-04-10,179.000000,179.970001,177.479996,177.559998,174.229660,2309300
2017-04-11,177.500000,178.600006,176.960007,178.570007,175.220734,2266300
2017-04-12,178.250000,178.250000,175.940002,176.050003,172.747986,2922700
2017-04-13,175.740005,176.880005,175.559998,175.619995,172.326050,2024100
2017-04-17,175.839996,179.080002,175.649994,179.020004,175.662277,2450200
2017-04-18,178.589996,179.970001,177.119995,177.850006,174.514221,2960200
2017-04-19,178.470001,179.899994,178.160004,178.399994,175.053909,2124500
2017-04-20,178.740005,179.820007,178.350006,179.300003,175.937027,2335200
2017-04-21,179.419998,180.929993,179.419998,180.380005,176.996780,3146600
2017-04-24,181.750000,182.460007,181.610001,182.059998,178.645248,3141900
2017-04-25,182.529999,183.850006,182.529999,183.509995,180.068054,3735400
2017-04-26,182.309998,183.000000,180.110001,181.710007,178.301834,4471600
2017-04-27,182.589996,183.759995,182.589996,183.220001,179.783493,3129100
2017-04-28,183.419998,184.929993,183.020004,184.830002,181.363312,2171700
2017-05-01,184.229996,184.490005,181.800003,182.389999,178.969070,3516700
2017-05-02,182.539993,183.910004,182.529999,183.440002,179.999374,1979800
2017-05-03,183.449997,183.750000,182.250000,183.389999,179.950302,2983200
2017-05-04,183.330002,184.250000,182.179993,183.070007,179.636307,2289300
2017-05-05,183.160004,185.070007,183.160004,185.009995,181.539917,2636900
2017-05-08,185.380005,186.389999,185.000000,186.020004,182.530991,1963400
2017-05-09,186.110001,187.210007,186.050003,186.910004,183.404312,3004000
2017-05-10,185.139999,185.649994,178.179993,183.179993,181.120255,7060100
2017-05-11,182.899994,184.330002,182.169998,183.940002,181.871735,2883800
2017-05-12,183.710007,183.979996,182.630005,183.250000,181.189484,3479200
2017-05-15,183.300003,184.110001,182.279999,182.389999,180.339142,3365000
2017-05-16,182.729996,183.149994,182.039993,182.699997,180.645676,2156100
2017-05-17,182.699997,182.699997,178.679993,178.779999,176.769745,2535700
2017-05-18,178.479996,178.500000,175.470001,177.399994,175.405258,3118100
2017-05-19,177.729996,181.419998,176.770004,180.759995,178.727463,4038900
2017-05-22,183.779999,185.320007,182.520004,183.669998,181.604767,2946800
2017-05-23,184.000000,184.460007,182.860001,183.490005,181.426788,2123800
2017-05-24,183.460007,185.399994,183.460007,185.250000,183.166992,2424700
2017-05-25,185.630005,187.419998,185.589996,187.070007,184.966537,2363300
2017-05-26,186.729996,187.610001,186.270004,186.589996,184.491913,1735800
2017-05-30,186.759995,187.419998,186.190002,186.880005,184.778656,2231600
2017-05-31,187.369995,188.259995,186.720001,187.630005,185.520233,5186700
2017-06-01,187.410004,187.910004,184.529999,187.320007,185.213715,2870200
2017-06-02,187.820007,191.699997,187.649994,190.229996,188.090988,3034300
2017-06-05,190.070007,190.740005,188.809998,188.949997,186.825378,2522100
2017-06-06,188.410004,188.860001,186.690002,186.750000,184.650131,2725000
2017-06-07,186.850006,188.539993,186.389999,188.100006,185.984940,2383500
2017-06-08,188.100006,191.070007,187.699997,189.929993,187.794357,2331300
2017-06-09,190.000000,190.990005,189.250000,190.029999,187.893234,3344900
2017-06-12,190.300003,190.529999,188.050003,190.000000,187.863586,2730100
2017-06-13,190.050003,191.559998,189.350006,191.089996,188.941330,1882700
2017-06-14,191.050003,193.380005,190.820007,192.380005,190.216827,2210000
2017-06-15,191.429993,195.550003,191.369995,195.449997,193.252289,2894100
2017-06-16,196.009995,197.949997,195.809998,196.440002,194.231171,6939100
2017-06-19,197.880005,199.470001,197.000000,199.080002,196.841492,2726400
2017-06-20,198.750000,201.240005,198.309998,198.330002,196.099915,3077400
2017-06-21,199.580002,199.710007,197.559998,199.169998,196.930466,3151100
2017-06-22,199.250000,200.410004,199.179993,199.440002,197.197433,3339300
2017-06-23,199.259995,202.350006,198.679993,202.229996,199.956055,4310100
2017-06-26,202.770004,204.389999,199.940002,199.979996,197.731354,3077600
2017-06-27,199.800003,200.919998,198.889999,198.889999,196.653625,2296900
2017-06-28,199.500000,200.949997,199.300003,199.619995,197.375412,2096800
2017-06-29,199.619995,199.759995,196.449997,197.460007,195.239700,2428900
2017-06-30,198.500000,199.440002,197.389999,197.750000,195.526443,2225600
2017-07-03,198.070007,199.440002,197.750000,198.589996,196.356979,1511200
2017-07-05,199.300003,202.139999,198.860001,201.809998,199.540787,2716700
